"","unix","low","high","open","close","BTC-USD volume"
"1",1655942400,19869.41,20794.42,19970.07,20678.73,7451.7618673
"2",1655856000,19751.51,20873.52,20699.63,19968.46,26569.63207564
"3",1655769600,20328.03,21711,20547.68,20696.96,23770.75139634
"4",1655683200,19603.8,21041.62,20552.39,20549.75,24904.11647858
"5",1655596800,17934.26,20795.11,18944.66,20552.44,29383.34368967
"6",1655510400,17567.45,20750,20447.86,18948.89,52894.97568032
"7",1655424000,20209.73,21338.7,20371.96,20447.86,25560.04919013
"8",1655337600,20200,22974.1,22562.33,20372,37587.2170128
"9",1655251200,20071,22769.12,22120.23,22562.33,62040.45345538
"10",1655164800,20816.4,23299.22,22460.97,22120.25,47382.80135514
"11",1655078400,21920,26869.35,26555.17,22460.97,81724.84469418
"12",1654992000,26532.95,28516.33,28395.03,26555.2,18661.94193886
"13",1654905600,28080.01,29411.11,29058.79,28388.63,13276.76193059
"14",1654819200,28821.15,30337.83,30079.59,29063.11,23208.77056569
"15",1654732800,29904,30679.72,30182.92,30079.62,13334.23491125
"16",1654646400,29829.98,31306.32,31111,30177,16775.53319148
"17",1654560000,29200,31549.21,31349.59,31106.9,23234.0811685
"18",1654473600,29866.44,31745,29899.62,31343.61,20384.91220986
"19",1654387200,29505.65,30158.44,29837.56,29901.54,5482.4963235
"20",1654300800,29454.14,29952,29672.77,29843.18,6390.75942952
"21",1654214400,29213.47,30674.95,30429.12,29670.85,15016.78184772
"22",1654128000,29558.61,30655,29789.19,30433.75,18519.12608247
"23",1654041600,29308.01,31964.56,31784.18,29788.79,26857.46263482
"24",1653955200,31195.9,32383.96,31716.67,31784.05,21187.77667355
"25",1653868800,29273.65,32232.16,29447.08,31711.42,24915.37275974
"26",1653782400,28809.84,29550,29008.99,29447.07,6727.92770357
"27",1653696000,28500,29239.52,28598.31,29008.99,7717.34367577
"28",1653609600,28220,29355.4,29166.06,28598.31,21035.53736928
"29",1653523200,28000,29850,29503.48,29166.06,26598.58606063
"30",1653436800,29296.12,30192.08,29627.61,29503.49,17180.56600794
"31",1653350400,28611,29802,29079.31,29626.44,17077.03870179
"32",1653264000,28847.72,30635.39,30258.04,29082.52,25413.0825529
"33",1653177600,29211,30457.9,29407.4,30260.87,11774.13662231
"34",1653091200,28913.26,29613.34,29155.74,29408.26,9998.48360206
"35",1653004800,28690.92,30729.83,30274.59,29155.75,34328.18791921
"36",1652918400,28645.2,30500,28671.5,30274.59,29009.9710577
"37",1652832000,28605,30675.92,30412.1,28672.94,28348.42643576
"38",1652745600,29415.01,30750,29839.89,30412.12,19833.30676705
"39",1652659200,29055,31293.31,31290.02,29839.89,22646.18507353
"40",1652572800,29436.06,31418.35,30041.9,31290.05,16440.89298551
"41",1652486400,28564.38,30287.58,29234.73,30041.88,15245.46818403
"42",1652400000,28662.7,30990,28941.95,29232.18,34643.05118869
"43",1652313600,25338.53,30091.2,28977.75,28941.95,70702.60931849
"44",1652227200,27682.38,32185.9,31002.39,28972.34,61128.25296303
"45",1652140800,29735.05,32645.49,30078.27,31002.39,55818.01900282
"46",1652054400,30010,34231.54,34033.49,30078.27,55136.45332765
"47",1651968000,33701,35499.93,35458,34027.91,22357.51152059
"48",1651881600,34785,36125,35999.1,35458,11372.45319184
"49",1651795200,35255.4,36664.4,36537.22,35999.1,28626.6487821
"50",1651708800,35568,39864.55,39669.56,36537.22,28832.99792317
"51",1651622400,37651.38,40038.27,37719.58,39669.56,21513.95419034
"52",1651536000,37505.01,38643.48,38510.88,37719.59,17946.99450089
"53",1651449600,38041,39181.27,38469.49,38510.89,17946.98346298
"54",1651363200,37401,38675.37,37640.35,38473.05,7980.89975954
"55",1651276800,37590,38795,38592.27,37644.1,6931.07200088
"56",1651190400,38161.85,39926.8,39741.21,38593.1,14282.25993546
"57",1651104000,38883.83,40400,39251.02,39743.22,16718.83057299
"58",1651017600,37882.83,39470,38118.43,39251.11,20832.19649199
"59",1650931200,37700,40817.16,40440.9,38113.82,21648.1142493
"60",1650844800,38210.24,40605.3,39463.75,40439.22,20515.87532995
"61",1650758400,39000,39945.74,39459.63,39464.56,6436.45656858
"62",1650672000,39296.19,39993.82,39712.2,39465.87,6957.16710365
"63",1650585600,39174.8,40802.65,40483.38,39712.25,16871.32104798
"64",1650499200,39744.75,43109.47,41371.88,40480.81,17204.35326683
"65",1650412800,40900,42209.58,41501.56,41377.61,14609.28392672
"66",1650326400,40571.99,41772.94,40810.87,41503.85,10218.113707
"67",1650240000,38550,41100,39681.11,40803.58,13090.79423386
"68",1650153600,39553.07,40605.46,40387.6,39683.54,4833.31493601
"69",1650067200,40005,40699.99,40554.6,40387.6,4084.16565112
"70",1649980800,39770.22,40850,39953.62,40554.58,6448.01134712
"71",1649894400,39573.8,41512.43,41147.15,39954.08,11020.37202049
"72",1649808000,39550,41570.88,40086.7,41146.68,11457.63380548
"73",1649721600,39250,40705.68,39535.88,40086.23,13866.41847396
"74",1649635200,39204.59,42424.14,42165.96,39535.87,17229.3729009
"75",1649548800,41885.86,43443.32,42766.46,42165.96,5770.49368126
"76",1649462400,42118.96,42816.38,42261.9,42766.93,4805.71689778
"77",1649376000,42112,44000,43444.71,42262.02,11929.52123708
"78",1649289600,42734.69,43908.58,43166.71,43452.18,13245.36612438
"79",1649203200,43115.26,45523.25,45509.92,43166.7,24250.37283725
"80",1649116800,45371.16,47200,46594.39,45506.5,14390.57308541
"81",1649030400,45129.93,46900,46420.08,46596.83,13802.44111729
"82",1648944000,45552.07,47469.4,45826.24,46422.16,8773.77185888
"83",1648857600,45642.89,47219.46,46296.36,45826.27,8380.14274375
"84",1648771200,44232.86,46739.24,45525.25,46296.34,18111.13598043
"85",1648684800,45211,47624.09,47078.02,45528.45,17454.79144251
"86",1648598400,46544.89,47717.01,47448.41,47078.03,12672.44584707
"87",1648512000,46589,48124.94,47146.92,47454.19,15776.65108647
"88",1648425600,46662.28,48240,46850.01,47144.92,18787.66318707
"89",1648339200,44437.22,46950,44538.21,46850.01,10356.10317002
"90",1648252800,44091.09,44820.58,44336.19,44539.42,7305.17827992
"91",1648166400,43605.8,45130.91,44012.36,44331.85,19128.13735444
"92",1648080000,42627.48,44241,42899.71,44012.29,21827.93263859
"93",1647993600,41766.79,43036.95,42376.03,42899.71,13745.27563632
"94",1647907200,40885.19,43389.79,41017.7,42378.26,19913.28660924
"95",1647820800,40509,41578.33,41287.24,41017.71,10996.47661055
"96",1647734400,40918.72,42330.1,42232.05,41287.24,7621.03036678
"97",1647648000,41534.89,42429,41781.37,42232.26,8630.97283924
"98",1647561600,40130,42396.04,40950.23,41774.98,17181.15226772
"99",1647475200,40521,41486,41127.96,40950.33,15717.77421989
"100",1647388800,38850,41717.67,39298.11,41127.97,22805.48259593
"101",1647302400,38135,39900,39678.51,39298.1,14924.67641882
"102",1647216000,37560.4,39906.39,37793.4,39674.17,13566.81093809
"103",1647129600,37580.86,39318.19,38815.56,37793.01,8046.37612453
"104",1647043200,38654.02,39472.17,38732.33,38813.02,5644.14686801
"105",1646956800,38234.08,40251.51,39431.4,38732.04,15908.57521389
"106",1646870400,38560.85,42053.84,41949.28,39433.71,20814.01456026
"107",1646784000,38655.98,42597.84,38749.16,41953.97,24651.67344036
"108",1646697600,37851.54,39376.65,37991.05,38749.38,19132.76914326
"109",1646611200,37161.88,39556.58,38406.82,37994,19544.28414901
"110",1646524800,38091.02,39730.5,39407.87,38408.38,10099.98545246
"111",1646438400,38587.27,39600,39166.5,39402.43,8440.51638896
"112",1646352000,38577.01,42524.87,42464.41,39166.51,24080.60599433
"113",1646265600,41811,44096.45,43916.47,42464.41,19278.28224695
"114",1646179200,43342.16,45426.45,44440,43912.34,17466.98591437
"115",1646092800,42850,44993.12,43189.61,44439.95,22596.96095342
"116",1646006400,37455.71,44240.77,37716.57,43192.66,25699.68423401
"117",1645920000,37020,39875.71,39146.97,37717.08,14440.23638182
"118",1645833600,38592.04,40300.5,39242.71,39137.8,8601.67109728
"119",1645747200,38016.44,39716,38347.3,39238.48,20761.66924479
"120",1645660800,34322,39720,37268.18,38347.3,42124.51876077
"121",1645574400,37055,39276.85,38251.67,37268.19,15510.11329997
"122",1645488000,36350,38469.06,37022.11,38251.48,22767.08772002
"123",1645401600,36811,39506.91,38395.99,37023,20970.76378699
"124",1645315200,38000,40146.07,40101.93,38389.03,10972.32175685
"125",1645228800,39655,40469.82,39993.64,40101.94,6277.30201343
"126",1645142400,39425.07,40990.9,40537.94,39983.56,16491.0130588
"127",1645056000,40099.99,44195.62,43895.55,40536.73,18630.10842181
"128",1644969600,43330.59,44585.69,44580.73,43895.56,9663.44040395
"129",1644883200,42433.28,44775.96,42548.71,44583.52,14154.73452625
"130",1644796800,41570,42876.15,42073.37,42548.71,14805.98338836
"131",1644710400,41885.61,42781.96,42244.91,42074.99,6208.94093653
"132",1644624000,41750,43050,42386.47,42244.97,8664.419567
"133",1644537600,42000,43962.13,43521.88,42386.47,19367.4151999
"134",1644451200,43210,45855,44416.39,43527.71,20024.52326862
"135",1644364800,43155.5,44865.46,44087.58,44416.35,12785.8117079
"136",1644278400,42688,45519.24,43868.08,44085.59,20387.64565183
"137",1644192000,41678.79,44533,42416.06,43868.07,20040.49860442
"138",1644105600,41135.39,42719.93,41411.59,42415.16,6447.88488893
"139",1644019200,40955.4,41970,41613.75,41404.85,11187.20118795
"140",1643932800,37051.36,41788.81,37324.61,41614.64,22537.5582634
"141",1643846400,36259.01,37450.75,36923.39,37329.91,13283.28624677
"142",1643760000,36584.29,38888.88,38714.27,36923.39,13787.58718711
"143",1643673600,38021.53,39300,38492.53,38716.88,16379.93141492
"144",1643587200,36640.94,38785.04,37904.99,38491.93,19654.98487168
"145",1643500800,37365.31,38384.07,38189.82,37901.35,10632.53591257
"146",1643414400,37300,38748.43,37741.9,38191.1,13103.19076443
"147",1643328000,36162.48,38023.74,37188.37,37741.9,22716.16494796
"148",1643241600,35526.36,37249,36846.22,37188.37,23601.4620954
"149",1643155200,36254.97,38960,36980,36840.63,27403.99125336
"150",1643068800,35716.15,37579.81,36687.58,36980,21597.52201359
"151",1642982400,32933.33,37574.63,36275.28,36693.32,38776.29020908
"152",1642896000,34625,36555.55,35075.7,36282.47,17440.22740453
"153",1642809600,34017.56,36835.93,36456.67,35066.43,30044.12486365
"154",1642723200,35422,41127.79,40671.77,36456.94,50742.89616126
"155",1642636800,40555,43511.99,41672.14,40670.97,17860.82318928
"156",1642550400,41126,42586.03,42372.15,41674.27,15642.41727542
"157",1642464000,41287.79,42692.71,42214.66,42369.74,13658.50365699
"158",1642377600,41567.64,43200,43104.34,42218.01,10963.85191034
"159",1642291200,42600,43497.24,43098.2,43104.34,6481.6580227
"160",1642204800,42577.35,43819.39,43090.72,43098.2,6318.38550193
"161",1642118400,41752,43473.98,42576.27,43090.72,13545.75086459
"162",1642032000,42325,44453.22,43921.21,42581.65,14772.09478571
"163",1641945600,42459.21,44342.83,42749.84,43920.37,16250.21469714
"164",1641859200,41274.8,43130,41824.06,42753.44,19697.46613255
"165",1641772800,39650,42250,41876.52,41824.07,25232.35739583
"166",1641686400,41209.53,42831.12,41684.84,41876.52,11074.22498167
"167",1641600000,40505.3,42318.97,41564.57,41684.84,15454.11315131
"168",1641513600,40571.53,43144.72,43081.79,41565.18,26122.19990673
"169",1641427200,42432.99,43794.5,43446.34,43083.76,20780.04784989
"170",1641340800,42500,47076.55,45817.13,43436.04,25067.67476765
"171",1641254400,45515,47532.89,46459.57,45814.61,16320.32712866
"172",1641168000,45700,47583.33,47299.06,46459.56,10841.81020453
"173",1641081600,46633.36,47990,47733.43,47299.07,6833.49845548
"174",1640995200,46205,47967.12,46211.24,47733.43,9463.6617111
"175",1640908800,45650,48574.7,47122.09,46211.24,19010.24134509
"176",1640822400,45938.44,47926.15,46471.24,47122.08,27413.65364976
"177",1640736000,46094.02,48149.58,47542.2,46471.24,20326.32142372
"178",1640649600,47300.23,50720.35,50720.35,47543.09,23116.75583707
"179",1640563200,50480,52100,50804.33,50717.77,11596.91468191
"180",1640476800,49460,51295.33,50428.31,50801.79,6863.39473781
"181",1640390400,50191.84,51171.68,50852.31,50428.31,5550.57153185
"182",1640304000,50445.55,51878.6,50842.06,50851.38,11690.45418179
"183",1640217600,48032.16,51397.82,48608.61,50842.2,16627.04627954
"184",1640131200,48450,49595,48914.7,48608.62,10753.4990677
"185",1640044800,46645.05,49339.31,46926.07,48914.7,15461.4105731
"186",1639958400,45568,47548.93,46687.2,46926.07,16039.38510407
"187",1639872000,46440.11,48351.92,46857.49,46687.19,9518.7071282
"188",1639785600,45515.72,47368.73,46159.87,46859.46,8170.85303229
"189",1639699200,45469.32,48000,47634.2,46166.5,18556.07900007
"190",1639612800,47524.66,49459.39,48878.83,47634.22,12731.23681745
"191",1639526400,46530,49500,48359.23,48884.78,21621.70983741
"192",1639440000,46300,48686.91,46727.89,48367.43,17107.0342879
"193",1639353600,45727.92,50218.42,50089.64,46727.89,20797.28834629
"194",1639267200,48665.43,50828.13,49424.47,50089.64,10411.08180306
"195",1639180800,46786.78,49517.18,47170.94,49407.75,11045.22374119
"196",1639094400,46900,50148.49,47568.43,47170.94,15689.5742182
"197",1639008000,47323.23,50844.86,50520.94,47568.43,15749.4243393
"198",1638921600,48650.02,51250,50625.24,50519.68,13138.99183299
"199",1638835200,50067.1,51995,50529.56,50625.48,14107.33216632
"200",1638748800,47200,51105,49484.21,50529.56,23082.30465624
"201",1638662400,47827,49783,49235.26,49484.22,21727.13821193
"202",1638576000,42333,53876.09,53633.02,49241.12,39023.32978526
"203",1638489600,51640,57670.68,56521.45,53638.04,19567.63113833
"204",1638403200,55845,57423.69,57226.51,56521.46,12969.21952648
"205",1638316800,56465.75,59118.84,56998.35,57226.5,16607.30872879
"206",1638230400,55910.33,59249.77,57838.06,56987.97,18038.78770838
"207",1638144000,56730,58908.27,57318.51,57838.06,13454.23335496
"208",1638057600,53327,57490,54759.04,57317.17,8222.42493442
"209",1637971200,53642.58,55316.67,53757.67,54759.05,7899.30349126
"210",1637884800,53533,59194,58994.72,53757.67,25946.30174683
"211",1637798400,57037.04,59445.99,57158.58,58987.27,10668.67680723
"212",1637712000,55875.01,57607.97,57562.65,57162.66,12509.25971944
"213",1637625600,55377,57886.03,56280.81,57566.85,14019.78167156
"214",1637539200,55641.03,59526.51,58671.22,56280.81,15889.22078935
"215",1637452800,58509.69,60070,59760.76,58671.21,6661.36635434
"216",1637366400,57423.35,59900,58122.15,59760.76,7584.65241653
"217",1637280000,55625,58412.12,56898.46,58122.16,18554.56064192
"218",1637193600,56514.13,60977.21,60351.51,56898,26749.21203012
"219",1637107200,58380,60824.38,60101.56,60351.51,20907.21545076
"220",1637020800,58638,63624.6,63621.05,60107.98,24910.15267457
"221",1636934400,63371,66339.9,65505.03,63624.59,10426.55522646
"222",1636848000,63596.9,65525,64400.01,65505.02,6081.57225975
"223",1636761600,63394.17,64990,64144.42,64400.01,5968.10354833
"224",1636675200,62300,65477.06,64807.73,64147.9,13658.626579
"225",1636588800,64133.78,65600,64912.2,64807.59,10259.51472415
"226",1636502400,62800,69000,66938.76,64912.2,19030.24517744
"227",1636416000,66261.79,68568.85,67554.13,66944.66,14996.62508818
"228",1636329600,63309.12,67792.77,63309.12,67554.84,17661.87297159
"229",1636243200,61397.86,63327.96,61539.3,63309.13,5596.02460734
"230",1636156800,60125,61599.25,61006.14,61539.31,6366.43859189
"231",1636070400,60777,62638.59,61444.49,61006.15,10598.79620286
"232",1635984000,60728.77,63114.14,62935.4,61444.5,11051.75853921
"233",1635897600,60070,63568.36,63266.5,62935.41,12951.87181247
"234",1635811200,60672.16,64300,60956.4,63266.51,13694.11539462
"235",1635724800,59500,62500,61346.17,60949.54,11724.34161877
"236",1635638400,60001,62427.02,61896.38,61343.68,8371.1698899
"237",1635552000,60725.01,62379.2,62287.95,61892.41,6793.59698552
"238",1635465600,60188.73,62974,60591.63,62276.72,15497.01101939
"239",1635379200,57653.88,62477.47,58462.73,60591.65,19354.49897509
"240",1635292800,58100,61488,60333.19,58455.47,18856.68565412
"241",1635206400,59837.07,63290.49,63081.96,60337.62,12181.48144997
"242",1635120000,60653.5,63726.58,60847.91,63083.54,10496.58058683
"243",1635033600,59522.89,61491.96,61300.02,60854.48,8573.72719199
"244",1634947200,59650,61750,60682.88,61300.01,6708.15013802
"245",1634860800,60000,63750,62204.01,60687.64,17217.70765017
"246",1634774400,62050,66650.85,66021.26,62204.02,23474.39133313
"247",1634688000,63525,66999,64303.14,66026.54,19194.45410878
"248",1634601600,61333,64500,62042.4,64303.14,17380.30486176
"249",1634515200,59887.74,62675.19,61530.07,62042.41,19798.1489024
"250",1634428800,58943.83,61744.17,60867.05,61527.11,9153.32273471
"251",1634342400,60139.01,62350,61690.32,60877.42,10161.25819825
"252",1634256000,56867.11,62910,57359.51,61695.39,27105.19764492
"253",1634169600,56832.32,58520.71,57367.32,57359.51,12198.02457938
"254",1634083200,54236.09,57771.33,56005.1,57367.32,14691.01338574
"255",1633996800,53873.78,57674.55,57485.97,56005.1,15457.00896085
"256",1633910400,54411.54,57833.23,54683.09,57487.44,13422.42081815
"257",1633824000,54112.95,56545.24,54963.29,54690.53,9370.1912382
"258",1633737600,53675,55500,53965.18,54962.29,7123.05512404
"259",1633651200,53634.41,56113,53805.46,53963.82,12416.9019906
"260",1633564800,53379,55356.85,55346.95,53797.82,15820.83417633
"261",1633478400,50416.01,55757.11,51499.77,55339.48,25869.64925998
"262",1633392000,49057.18,51906.23,49244.13,51493.99,17828.59726658
"263",1633305600,46916.7,49505,48233.99,49245.54,13938.64182971
"264",1633219200,47120.11,49300,47663.74,48233.99,7989.25925892
"265",1633132800,47451,48359.33,48165.76,47657.69,7262.63442143
"266",1633046400,43287.44,48500,43828.89,48165.76,20095.33155568
"267",1632960000,41409.67,44110.17,41519.11,43824.43,12835.9838101
"268",1632873600,40750.12,42638.99,41030.19,41522.16,10303.30152312
"269",1632787200,40897.7,42780,42166.31,41026.07,10491.81363045
"270",1632700800,42111,44366.96,43172.17,42171.76,10094.77099806
"271",1632614400,40803,43937,42705.51,43178.02,9971.64545213
"272",1632528000,41675,42998.76,42848.44,42705.51,7383.32390261
"273",1632441600,40683.29,45200,44896.55,42848.92,22451.57711462
"274",1632355200,43096.73,45000,43575.19,44897.59,13446.87468684
"275",1632268800,40570.42,44035.44,40736.81,43575.1,19462.53865157
"276",1632182400,39600,43639.88,43007.69,40719.6,27275.33818249
"277",1632096000,42500,47358.92,47253.71,43012.97,27706.67636162
"278",1632009600,46850.87,48379.19,48309.86,47255.92,7086.34626236
"279",1631923200,47050,48825.62,47306.87,48314.56,7491.03449237
"280",1631836800,46752.67,48176.64,47753.15,47303.5,9088.56956453
"281",1631750400,47020.82,48499.99,48144.03,47753.16,11739.27966629
"282",1631664000,46705,48475,47127.81,48148.12,12139.84206628
"283",1631577600,44679.92,47274.92,44953.23,47127.22,12644.16435358
"284",1631491200,43465,46900,46027.8,44947.72,15015.30289712
"285",1631404800,44754.31,46462.98,45173.66,46024.23,6499.85821749
"286",1631318400,44730.29,45989.94,44850.37,45171.83,6207.38337004
"287",1631232000,44140.48,47040.76,46396.26,44851.45,14905.54795341
"288",1631145600,45511.82,47400,46059.94,46400,13594.64633403
"289",1631059200,44423.49,47381.47,46894.49,46060.36,19624.55093117
"290",1630972800,42830.77,52944.96,52698.8,46894.5,29022.815351
"291",1630886400,51020.08,52802.03,51789.17,52698.81,9571.75471136
"292",1630800000,49500,51907.08,49944.89,51789.17,7743.93472308
"293",1630713600,49400,50558.75,50025,49942.98,7595.48816499
"294",1630627200,48349.66,51064.44,49279.38,50025,14577.22621879
"295",1630540800,48620.73,50392.19,48834.27,49279.37,14120.3826407
"296",1630454400,46537.62,49125,47110.33,48839.86,13010.83839478
"297",1630368000,46708.93,48259.68,46996.8,47112.5,12919.43970212
"298",1630281600,46866,48906.51,48802.58,46993.71,12249.23741495
"299",1630195200,47801,49667.1,48942.89,48802.58,6935.09511006
"300",1630108800,48370,49309.83,49081.08,48942.94,4895.70191319
